play_team,games,rim_rate,rim_pct,mid_rate,mid_pct,arc_rate,arc_pct,opp_rim_rate,opp_rim_pct,opp_mid_rate,opp_mid_pct,opp_arc_rate,opp_arc_pct
North Carolina A&T Aggies,15,57.2,69.5,27.7,44.2,15.2,32.8,55.5,66.1,30.8,44.0,13.7,32.9
North Carolina Central Eagles,16,61.6,66.5,26.1,30.2,12.2,27.1,57.5,68.0,25.8,37.7,16.6,34.3
North Carolina Tar Heels,15,59.3,67.9,26.8,40.8,13.9,31.3,50.1,61.2,37.7,32.2,12.2,29.9
North Dakota Fighting Hawks,19,60.2,63.2,24.8,31.3,15.0,33.2,61.6,68.9,22.0,36.8,16.4,34.0
North Dakota St. Bison,18,57.5,66.3,28.6,37.3,13.9,37.6,54.6,63.5,28.1,38.6,17.3,33.6
North Florida Ospreys,16,49.6,65.7,28.1,40.7,22.3,32.1,61.2,68.4,23.1,35.1,15.7,38.0
North Texas Mean Green,16,62.3,66.9,21.4,29.6,16.3,38.3,62.2,64.3,21.8,37.5,16.0,24.9
Northeastern Huskies,15,62.1,67.0,25.0,37.3,12.9,36.8,63.3,73.4,23.7,38.2,13.0,35.6
Northern Arizona Lumberjacks,16,55.8,64.0,34.9,42.0,9.2,35.5,57.1,64.1,29.1,39.4,13.8,38.9
Northern Colorado Bears,16,53.3,70.1,28.0,44.8,18.7,37.8,59.6,68.1,31.0,35.9,9.3,29.4
Northern Illinois Huskies,15,60.5,63.9,25.5,29.2,14.0,38.1,59.3,69.9,27.9,38.4,12.8,32.7
Northern Iowa Panthers,16,55.6,64.2,27.5,41.7,16.8,31.1,55.6,62.4,26.7,32.2,17.7,24.2
Northern Kentucky Norse,18,57.4,70.1,26.9,38.9,15.7,32.8,56.0,65.9,25.8,38.6,18.1,37.7
Northwestern St. Demons,14,57.3,68.9,29.3,39.5,13.4,35.7,58.9,67.3,27.6,40.5,13.5,42.1
Northwestern Wildcats,15,60.0,72.2,27.8,40.6,12.1,31.9,55.7,68.2,30.0,36.4,14.3,28.6
Notre Dame (MD) Gators,3,48.7,55.9,36.0,31.7,15.4,22.9,57.4,69.7,22.6,44.3,20.0,37.0
Notre Dame Fighting Irish,15,55.4,65.4,27.5,38.9,17.1,36.3,50.7,63.9,32.0,36.0,17.3,30.7
Oakland Golden Grizzlies,17,65.7,67.3,21.0,37.6,13.3,37.0,53.7,69.9,25.8,37.2,20.5,36.7
Oakwood Ambassadors,3,45.8,57.0,42.2,25.7,12.0,30.0,55.0,72.1,29.7,49.4,15.3,23.9
Ohio Bobcats,16,56.1,69.0,29.0,41.1,15.0,28.5,58.1,66.0,28.2,36.3,13.7,37.7
Ohio St. Buckeyes,15,59.3,75.5,28.0,42.6,12.7,33.3,52.0,67.6,32.6,35.0,15.4,27.7
Oklahoma Sooners,15,54.0,71.6,26.6,38.5,19.3,34.7,52.9,64.9,33.1,37.3,14.0,33.3
Oklahoma St. Cowboys,15,65.0,69.5,21.1,42.0,13.9,34.6,53.9,66.7,23.1,36.2,23.0,33.2
Old Dominion Monarchs,17,53.9,68.8,32.4,35.5,13.7,29.8,61.2,67.7,26.3,33.3,12.5,34.3
Ole Miss Rebels,15,51.2,71.4,32.4,38.4,16.4,37.8,53.0,64.9,29.1,36.6,17.9,36.2
Omaha Mavericks,18,55.7,68.2,27.1,39.3,17.2,37.3,51.9,71.8,30.9,31.1,17.2,41.0
Oral Roberts Golden Eagles,17,55.7,67.6,27.5,33.7,16.8,33.0,61.5,66.0,26.1,34.2,12.3,35.9
Oregon Ducks,16,54.5,69.0,31.1,34.8,14.4,36.3,52.0,69.7,36.1,43.9,12.0,22.5
Oregon St. Beavers,18,53.0,70.7,27.7,39.4,19.3,36.4,56.1,66.2,26.0,39.1,17.9,33.6
Pacific Tigers,18,60.3,69.5,26.2,40.2,13.5,35.2,53.3,65.5,32.6,38.2,14.1,34.9
Penn St. Nittany Lions,15,58.6,66.4,30.1,39.4,11.3,32.6,52.4,69.2,31.1,41.2,16.5,35.8
Penn St.-Shenango Nittany Lions,4,34.4,46.7,41.0,20.0,24.6,28.0,52.8,70.5,22.1,35.2,25.1,37.0
Pennsylvania Quakers,14,57.6,63.1,30.9,41.1,11.6,35.9,57.7,66.1,26.8,38.2,15.5,31.7
Pepperdine Waves,18,57.7,68.2,32.3,31.6,10.0,30.8,56.8,66.6,28.6,37.6,14.6,36.1
Pittsburgh Panthers,15,54.2,66.3,29.1,39.9,16.7,34.4,56.5,67.6,29.2,35.9,14.3,35.3
Portland Pilots,18,61.2,70.2,28.1,36.5,10.7,30.7,52.1,71.1,30.1,37.5,17.8,35.6
Portland St. Vikings,13,62.7,67.1,22.9,36.8,14.4,29.6,60.2,66.9,27.4,33.6,12.5,31.5
Prairie View A&M Panthers,15,60.7,70.1,27.6,37.2,11.7,30.5,61.4,68.6,24.4,39.5,14.2,32.2
Presbyterian Blue Hose,17,64.0,66.3,23.8,33.4,12.2,31.3,60.6,63.6,25.6,40.6,13.9,33.5
Princeton Tigers,16,52.5,63.5,33.6,36.7,13.9,31.1,58.7,67.2,27.6,40.3,13.7,26.4
Providence Friars,15,58.1,71.1,25.1,41.6,16.8,33.6,53.2,64.2,32.7,37.0,14.1,41.0
Purdue Boilermakers,15,52.5,71.4,32.7,44.1,14.8,41.2,47.6,63.1,36.4,33.6,16.1,31.4
Purdue Fort Wayne Mastodons,18,54.9,67.5,24.8,39.4,20.2,32.7,52.5,70.3,27.6,35.2,19.9,35.3
Queens University Royals,16,55.3,69.5,22.9,38.0,21.8,37.5,59.1,67.5,23.8,39.9,17.1,38.9
Quinnipiac Bobcats,16,56.1,64.9,29.3,35.8,14.6,39.5,56.0,62.1,29.6,35.9,14.4,30.7
Radford Highlanders,17,54.7,66.9,27.7,37.4,17.6,34.8,58.9,65.0,28.0,37.0,13.1,36.1
Rhode Island Rams,16,55.9,68.4,26.6,35.4,17.4,33.8,57.8,64.4,26.2,34.2,16.0,39.0
Rice Owls,16,54.3,62.7,30.0,36.3,15.7,35.0,55.1,66.3,33.0,35.3,12.0,35.6
Richmond Spiders,16,55.8,71.3,33.9,42.7,10.3,37.4,52.6,65.8,32.9,36.2,14.5,34.7
Rider Broncs,14,54.0,61.5,35.3,34.9,10.7,23.9,60.7,63.0,26.5,35.2,12.8,35.7
Robert Morris Colonials,17,55.8,71.3,28.7,43.5,15.5,33.8,63.6,66.7,23.5,35.9,12.9,33.3
Rutgers Scarlet Knights,16,53.2,63.9,32.7,38.9,14.0,34.1,51.6,67.6,33.7,33.9,14.7,45.0
SE Louisiana Lions,15,54.4,67.7,31.0,29.5,14.7,27.8,56.4,68.0,29.6,38.2,13.9,34.7
SIU Edwardsville Cougars,17,57.8,64.1,29.4,33.4,12.8,39.1,54.1,63.6,33.7,34.8,12.2,30.9
SMU Mustangs,15,59.2,72.1,27.3,42.2,13.5,32.9,51.6,67.8,29.6,35.4,18.9,29.9
Sacramento St. Hornets,14,57.0,66.0,27.7,35.6,15.2,30.7,59.8,66.1,25.6,36.1,14.6,36.3
Sacred Heart Pioneers,17,49.2,69.9,28.8,35.5,22.0,34.2,54.2,69.4,24.9,35.1,20.9,39.3
Sam Houston Bearkats,15,57.9,67.4,22.9,44.3,19.2,30.5,51.7,66.7,29.3,34.3,19.0,30.3
Samford Bulldogs,16,53.9,66.3,26.2,31.9,20.0,36.8,53.7,62.9,33.4,41.6,12.9,34.2
San Diego St. Aztecs,14,56.2,72.3,32.4,40.4,11.4,38.1,50.7,68.8,33.8,33.7,15.5,37.4
San Diego Toreros,17,50.0,70.6,33.7,42.7,16.3,42.3,57.5,69.1,31.4,40.0,11.1,33.6
San Francisco Dons,18,54.0,69.1,31.3,39.5,14.7,33.5,55.2,62.8,33.0,38.2,11.8,30.5
San José St. Spartans,15,57.2,64.2,30.3,42.2,12.5,43.3,60.0,69.1,27.2,40.5,12.9,34.3
Santa Clara Broncos,18,54.6,66.8,29.3,39.2,16.2,32.2,62.0,68.4,25.2,33.2,12.7,34.1
Seattle U Redhawks,18,60.2,66.6,25.9,35.7,13.9,37.8,56.4,65.9,30.0,33.9,13.6,31.4
Seton Hall Pirates,14,63.1,66.5,25.4,40.8,11.5,27.6,59.1,63.1,26.1,31.9,14.8,27.5
Siena Saints,16,59.4,68.2,31.3,38.8,9.3,30.8,56.8,62.9,30.2,40.2,13.1,30.9
South Alabama Jaguars,15,61.1,65.4,25.3,40.0,13.6,30.7,34.4,64.6,40.7,32.5,24.9,34.5
South Carolina Gamecocks,15,53.1,74.9,23.7,38.8,23.2,35.2,56.6,63.4,31.4,37.9,12.0,29.9
South Carolina St. Bulldogs,16,51.3,59.5,36.2,35.4,12.5,32.5,61.7,72.5,19.8,38.3,18.4,34.4
South Carolina Upstate Spartans,17,57.7,65.2,31.0,38.2,11.3,37.7,57.5,65.4,32.9,32.7,9.6,31.0
South Dakota Coyotes,17,66.1,65.0,21.5,38.2,12.4,36.9,66.0,69.1,19.9,35.4,14.1,35.9
South Dakota St. Jackrabbits,18,58.7,65.7,27.4,37.9,13.9,32.1,52.7,65.6,32.4,36.6,14.9,28.9
South Florida Bulls,15,62.9,67.5,18.2,32.0,18.9,34.8,61.0,63.6,24.8,38.4,14.2,33.5
Southeast Missouri St. Redhawks,16,60.7,68.3,28.7,36.0,10.7,30.6,63.2,68.7,26.9,39.3,9.9,35.8
Southern Illinois Salukis,17,59.1,65.1,31.9,42.3,9.0,33.3,54.3,64.9,33.3,35.4,12.4,35.6
Southern Indiana Screaming Eagles,14,52.1,62.1,28.1,32.6,19.8,30.6,65.1,63.2,23.3,34.6,11.5,36.2
Southern Jaguars,15,60.5,64.9,25.5,36.6,14.0,37.1,56.1,70.0,26.0,39.2,17.9,37.7
Southern Miss Golden Eagles,16,64.6,69.6,23.5,34.1,11.9,34.0,56.5,66.4,27.1,37.3,16.4,35.2
Southern Utah Thunderbirds,16,58.8,66.4,24.5,31.5,16.8,33.8,58.9,65.3,28.0,42.8,13.1,35.8
Southern Wesleyan Warriors,3,45.5,59.8,43.0,29.7,11.5,37.0,48.7,73.2,28.7,45.3,22.6,35.6
Southwestern Adventist Knights,3,46.6,61.8,45.5,32.2,7.9,20.0,60.3,71.7,22.2,39.3,17.5,50.0
Southwestern Christian Eagles,3,37.9,56.8,37.5,33.3,24.6,26.3,57.7,66.9,26.1,46.5,16.2,38.6
St. Bonaventure Bonnies,15,58.9,65.1,30.0,43.6,11.0,35.4,57.8,68.3,29.6,39.2,12.6,30.7
St. Francis Red Flash,16,49.9,62.7,33.3,37.0,16.8,30.0,56.0,70.1,27.6,39.2,16.4,36.1
St. John's Red Storm,15,64.0,68.5,21.6,37.1,14.4,37.5,59.0,64.3,25.5,35.7,15.5,32.4
St. Joseph's Hawks,16,56.8,69.8,25.4,33.1,17.8,28.8,55.3,63.6,29.8,37.1,14.9,32.4
St. Louis Billikens,15,57.5,72.8,27.0,43.9,15.4,39.6,53.2,61.0,34.7,33.3,12.1,25.0
St. Mary's Gaels,17,60.1,69.7,26.2,42.3,13.7,34.9,51.5,59.5,35.6,35.6,12.9,25.2
St. Peter's Peacocks,13,56.2,63.5,26.4,35.3,17.5,29.8,65.8,64.8,20.5,34.8,13.8,35.3
St. Thomas-Minnesota Tommies,17,59.8,71.2,24.8,36.2,15.4,34.8,55.6,65.1,27.4,36.4,16.9,34.9
Stanford Cardinal,16,62.5,66.4,24.7,36.4,12.8,30.7,62.8,67.5,26.6,39.9,10.7,33.3
Stephen F. Austin Lumberjacks,15,51.6,62.8,30.9,40.3,17.5,39.1,60.0,62.7,27.3,34.7,12.7,27.1
Stetson Hatters,16,51.5,65.1,28.8,33.6,19.7,33.6,55.6,69.0,27.2,36.1,17.2,37.0
Stonehill Skyhawks,15,55.8,59.5,30.4,34.2,13.8,36.3,58.2,63.0,30.2,33.4,11.5,36.2
Stony Brook Seawolves,17,50.6,69.6,30.9,42.8,18.6,38.9,52.4,66.8,34.4,34.7,13.2,36.0
Syracuse Orange,15,61.9,66.0,21.0,35.8,17.1,30.3,59.1,61.5,23.4,33.3,17.5,27.7
TCU Horned Frogs,15,57.5,69.2,28.9,37.0,13.6,36.0,54.1,62.1,30.2,37.1,15.6,36.8
Tarleton St. Texans,17,60.1,69.8,27.7,45.4,12.2,35.5,58.4,68.3,23.4,40.3,18.2,34.5
Temple Owls,16,61.4,68.7,24.2,39.4,14.4,39.0,55.9,64.5,27.6,41.9,16.5,30.9
Tennessee St. Tigers,15,61.6,69.0,25.1,35.1,13.3,33.1,64.0,66.5,22.8,36.2,13.2,31.2
Tennessee Tech Golden Eagles,16,59.6,69.1,24.0,34.9,16.4,31.9,54.9,65.2,29.9,37.5,15.2,36.8
Tennessee Volunteers,15,61.1,69.1,24.7,39.6,14.2,35.7,50.2,63.8,28.1,35.4,21.7,27.0
Texas A&M Aggies,14,57.3,68.9,23.2,50.7,19.5,34.9,53.5,67.9,26.0,42.5,20.5,33.5
Texas A&M-Corpus Christi Islanders,15,61.6,63.5,25.0,36.6,13.4,35.0,59.7,67.9,25.3,34.5,15.0,28.6
Texas Longhorns,15,62.8,70.4,26.2,38.6,10.9,36.2,57.1,66.9,33.7,34.8,9.1,36.1
Texas Southern Tigers,13,61.5,66.5,24.6,32.1,13.9,31.2,59.9,72.0,22.0,37.5,18.1,33.5
Texas St. Bobcats,17,59.7,65.8,28.6,37.5,11.7,36.0,61.6,64.2,21.4,33.0,17.1,39.0
Texas Tech Red Raiders,15,52.6,66.6,29.4,37.1,17.9,42.9,53.5,66.8,33.1,37.5,13.4,32.0
The Citadel Bulldogs,16,52.2,61.6,25.2,35.1,22.6,33.3,57.4,68.2,24.8,42.9,17.8,36.2
Toccoa Falls Eagles,4,55.1,62.6,27.5,27.4,17.4,23.3,59.9,74.2,14.1,42.6,25.9,36.4
Toledo Rockets,16,60.7,68.7,27.0,40.6,12.2,31.2,53.9,66.5,28.0,39.0,18.2,35.7
Towson Tigers,17,52.5,65.5,30.2,36.9,17.3,27.8,53.2,69.8,28.8,32.9,18.1,30.7
Trinity College of Jacksonville Eagles,3,46.7,61.1,33.9,30.5,19.4,25.5,57.2,77.8,24.4,52.1,18.4,36.4
Troy Trojans,16,60.3,65.3,20.2,35.4,19.5,35.8,56.4,60.6,27.1,40.9,16.4,32.9
Tulane Green Wave,15,58.4,70.7,28.4,33.8,13.2,34.6,55.6,64.6,29.4,39.1,14.9,37.1
Tulsa Golden Hurricane,14,62.2,70.4,26.3,41.8,11.4,33.1,52.4,67.0,33.7,31.2,13.9,34.0
UAB Blazers,15,58.4,67.6,27.0,42.3,14.6,31.6,51.9,64.8,25.5,37.8,22.6,32.3
UAlbany Great Danes,16,56.7,61.9,28.6,42.6,14.7,28.6,59.7,66.1,25.5,39.6,14.8,38.3
UC Davis Aggies,15,56.0,73.1,27.7,38.8,16.3,38.6,61.0,68.5,25.3,33.8,13.7,35.2
UC Irvine Anteaters,17,63.0,64.6,25.6,41.4,11.5,33.1,56.9,53.9,29.9,35.6,13.2,31.6
UC Riverside Highlanders,16,56.5,67.5,31.9,38.3,11.6,31.9,60.5,64.1,29.6,43.5,10.0,31.5
UC San Diego Tritons,16,56.7,68.5,23.7,41.4,19.6,34.4,49.3,63.9,31.1,40.5,19.7,33.5
UC Santa Barbara Gauchos,16,59.4,66.9,23.7,38.0,16.9,42.0,57.2,69.1,28.6,40.5,14.2,37.3
UCF Knights,14,61.6,67.6,22.5,39.1,15.9,38.9,57.0,67.6,25.6,37.3,17.4,33.9
UCLA Bruins,15,53.4,71.9,36.2,42.2,10.4,38.7,50.8,69.6,34.5,38.6,14.7,31.5
UConn Huskies,16,56.7,69.6,28.2,43.8,15.1,34.5,59.5,61.5,26.1,35.0,14.5,25.2
UIC Flames,16,62.8,68.3,25.8,38.8,11.4,29.8,54.2,69.3,26.5,41.5,19.3,31.4
UL Monroe Warhawks,17,56.6,67.8,26.6,38.8,16.8,32.9,52.0,69.4,32.0,40.2,16.1,37.2
UMBC Retrievers,14,54.9,66.7,28.7,37.6,16.4,35.5,58.3,62.4,28.1,33.0,13.6,34.3
UMass Lowell River Hawks,17,67.1,63.6,23.3,38.7,9.6,31.8,56.3,64.6,28.8,38.2,14.9,37.4
UNC Asheville Bulldogs,17,60.4,68.0,25.7,43.5,13.9,32.9,63.1,64.9,21.0,40.2,15.9,32.2
UNC Greensboro Spartans,16,57.6,66.3,25.1,42.5,17.3,35.0,49.7,65.2,28.2,41.5,22.1,33.0
UNC Wilmington Seahawks,17,60.5,66.6,27.6,39.1,11.9,34.5,46.5,64.4,37.4,35.5,16.0,29.1
UNLV Rebels,14,64.7,65.3,25.1,36.1,10.2,27.9,60.9,64.9,27.2,35.1,11.8,37.2
USC Trojans,16,62.6,70.8,26.9,39.2,10.5,29.9,53.7,67.4,31.2,38.9,15.1,30.6
UT Arlington Mavericks,15,63.3,67.8,24.0,39.9,12.7,30.2,58.3,66.1,32.3,33.3,9.4,22.4
UT Martin Skyhawks,16,62.8,65.0,24.8,33.4,12.4,32.7,57.0,64.0,29.7,32.4,13.3,29.0
UT Rio Grande Valley Vaqueros,15,51.6,65.2,31.3,40.9,17.0,38.2,53.5,69.5,33.1,34.3,13.4,32.3
UTEP Miners,15,55.8,66.8,31.4,32.0,12.9,32.9,59.5,68.4,25.2,38.3,15.3,37.4
UTSA Roadrunners,15,52.9,60.3,30.1,34.0,17.0,25.5,54.8,65.3,25.5,38.9,19.7,26.5
Utah St. Aggies,14,62.9,69.7,23.9,39.5,13.2,44.0,54.9,65.0,27.4,32.5,17.7,33.0
Utah Tech Trailblazers,17,55.0,70.1,27.2,38.5,17.8,32.9,60.5,66.5,25.6,35.3,13.8,28.0
Utah Utes,14,58.9,66.6,25.7,40.6,15.4,36.0,60.6,63.2,27.9,42.8,11.5,30.3
Utah Valley Wolverines,16,64.2,71.0,23.7,37.6,12.1,39.4,57.1,65.3,29.6,35.3,13.2,34.4
VCU Rams,16,60.7,66.9,21.8,39.9,17.5,37.0,61.6,62.2,26.9,38.6,11.5,34.8
VMI Keydets,16,48.9,64.7,30.5,36.3,20.6,32.3,53.0,67.3,29.4,34.5,17.7,34.5
Valparaiso Beacons,16,50.1,66.9,37.6,39.0,12.3,27.9,54.6,67.4,33.8,39.8,11.6,29.6
Vanderbilt Commodores,15,53.0,77.3,21.3,42.7,25.8,36.7,54.8,65.6,20.6,39.6,24.6,27.3
Vermont Catamounts,17,51.2,71.9,30.7,38.6,18.1,37.3,51.7,68.9,33.4,38.6,15.0,37.1
Vermont St. - Johnson Badgers,3,43.7,53.2,32.1,20.3,24.2,36.5,58.9,72.3,20.5,46.3,20.5,46.3
Villanova Wildcats,15,53.3,68.1,23.9,39.4,22.8,35.8,54.2,61.6,27.2,38.7,18.6,35.4
Virginia Cavaliers,15,58.6,67.5,24.8,39.9,16.6,38.9,55.4,64.2,32.5,35.8,12.1,31.4
Virginia Tech Hokies,16,55.0,68.2,32.6,39.5,12.4,35.8,50.7,64.3,32.9,37.7,16.4,31.5
Virginia-Lynchburg Dragons,9,46.6,52.4,35.7,22.7,17.8,26.9,61.5,74.4,19.2,41.0,19.3,33.7
Wagner Seahawks,13,59.6,65.8,29.1,38.9,11.3,33.0,58.0,64.9,27.8,36.6,14.2,33.6
Wake Forest Demon Deacons,16,55.7,68.9,25.6,43.0,18.8,31.7,57.3,69.1,23.4,32.8,19.3,31.9
Washington Huskies,15,59.8,67.8,29.3,38.2,10.9,34.6,54.1,64.9,33.4,35.4,12.5,37.6
Washington St. Cougars,17,54.4,70.6,32.8,36.9,12.8,37.3,55.8,68.9,29.8,41.0,14.4,32.8
Weber St. Wildcats,16,64.6,66.5,23.3,35.8,12.1,37.5,58.7,67.6,28.9,33.4,12.5,26.4
West Georgia Wolves,15,55.8,64.6,32.5,36.4,11.7,40.0,61.7,66.3,25.0,34.1,13.3,30.1
West Virginia Mountaineers,15,60.1,63.9,25.6,33.7,14.3,41.0,53.1,62.7,31.1,31.2,15.8,32.4
Western Carolina Catamounts,14,56.3,65.2,30.2,34.7,13.5,32.2,55.8,66.2,30.0,43.4,14.3,37.1
Western Illinois Leathernecks,16,61.0,62.5,25.7,35.4,13.3,29.1,58.0,68.6,26.0,34.8,16.0,42.6
Western Kentucky Hilltoppers,15,59.5,64.5,24.6,34.3,15.9,32.2,48.8,67.6,34.9,38.5,16.3,33.3
Western Michigan Broncos,15,60.9,64.3,25.3,36.9,13.8,31.3,56.3,67.6,28.1,35.3,15.6,31.8
Wichita St. Shockers,16,59.6,63.4,24.6,37.8,15.8,39.5,53.3,64.1,29.4,39.6,17.4,29.5
William & Mary Tribe,16,59.5,71.7,24.2,35.8,16.3,33.2,55.3,65.9,25.5,30.2,19.2,30.3
Winthrop Eagles,18,56.9,70.8,24.3,36.4,18.8,34.7,53.2,66.9,28.4,34.8,18.4,38.0
Wisconsin Badgers,15,53.7,72.3,30.3,33.7,16.1,37.0,54.0,65.6,35.1,37.8,10.9,35.0
Wofford Terriers,16,59.7,65.1,23.8,36.8,16.4,33.0,61.8,65.9,24.8,35.5,13.4,37.9
Wright St. Raiders,17,61.2,67.9,28.7,37.3,10.0,37.7,60.6,64.7,29.5,35.8,9.8,32.5
Wyoming Cowboys,15,61.5,67.8,23.7,37.1,14.8,38.6,63.7,66.4,23.3,36.9,13.1,27.6
Xavier Musketeers,16,49.9,61.8,34.2,38.8,15.9,36.0,55.9,67.8,32.0,38.2,12.1,33.6
Yale Bulldogs,14,60.6,70.4,26.4,41.3,13.0,44.4,50.1,60.7,31.7,36.6,18.3,38.5
Youngstown St. Penguins,18,50.8,70.2,23.8,41.4,25.4,35.4,57.7,66.8,26.7,39.2,15.6,33.7
